Description_clean;total_sold;total_returned;sales_revenue;return_revenue;return_rate;anomaly_flag;impact_score
PINK  HEART CONFETTI IN TUBE;798;48;679,77;20,16;6,02;Normal;1,21
PINK  HEART SHAPE LOVE BUCKET;808;3;1400,52;8,05;0,37;Normal;0,03
PINK  HONEYCOMB PAPER BALL;393;0;876,8;0,0;0,0;Normal;0,0
PINK  HONEYCOMB PAPER FAN;355;10;429,67;6,5;2,82;Normal;0,18
PINK  POLKADOT CUP;2066;21;1949,76;17,85;1,02;Normal;0,18
PINK  POLKADOT PLATE;1425;8;2414,08;13,52;0,56;Normal;0,08
PINK 3 PIECE POLKADOT CUTLERY SET;814;25;3234,11;93,75;3,07;Normal;2,88
PINK ACRYLIC JEWEL SNOWFLAKE;12;0;4,56;0,0;0,0;Normal;0,0
PINK AND BLACK STRING CURTAIN;38;0;82,1;0,0;0,0;Normal;0,0
PINK AND WHITE CHRISTMAS TREE 120CM;141;0;430,07;0,0;0,0;Normal;0,0
PINK B'FLY C/COVER W BOBBLES;10;0;66,27;0,0;0,0;Normal;0,0
PINK BABY BUNTING;1799;55;5616,97;142,25;3,06;Normal;4,35
PINK BERTIE GLASS BEAD BAG CHARM;115;0;106,24;0,0;0,0;Normal;0,0
PINK BERTIE MOBILE PHONE CHARM;1;0;3,36;0,0;0,0;Normal;0,0
PINK BITTY LIGHT CHAIN;105;0;196,66;0,0;0,0;Normal;0,0
PINK BLUE FELT CRAFT TRINKET BOX;10238;2616;12968,71;2777,52;25,55;Normal;709,66
PINK BOUDICCA LARGE BRACELET;29;0;202,15;0,0;0,0;Normal;0,0
PINK BOUDOIR T-LIGHT HOLDER;12;0;10,2;0,0;0,0;Normal;0,0
PINK BREAKFAST CUP AND SAUCER;15;0;19,45;0,0;0,0;Normal;0,0
PINK BUNNY EASTER EGG BASKET;14;0;23,1;0,0;0,0;Normal;0,0
PINK BUTTERFLY CUSHION COVER;52;1;206,63;1,95;1,92;Normal;0,04
PINK BUTTERFLY HANDBAG W BOBBLES;162;0;671,62;0,0;0,0;Normal;0,0
PINK BUTTERFLY WASHBAG;9;0;42,29;0,0;0,0;Normal;0,0
PINK CANDYSTUFT ARTIFICIAL FLOWER;111;0;84,63;0,0;0,0;Normal;0,0
PINK CAT BOWL;359;0;581,23;0,0;0,0;Normal;0,0
PINK CAT FLORAL CUSHION COVER;21;0;85,97;0,0;0,0;Normal;0,0
PINK CHERRY LIGHTS;4;8;27,0;54,0;200,0;Data Issues;108,0
PINK CHRISTMAS FLOCK DROPLET;10;0;15,02;0,0;0,0;Normal;0,0
PINK CHRYSANTHEMUMS ART FLOWER;18;0;37,8;0,0;0,0;Normal;0,0
PINK CLEAR GLASS CANDLE PLATE;30;0;39,92;0,0;0,0;Normal;0,0
PINK COMBO MINI CRYSTALS NECKLACE;3;0;16,31;0,0;0,0;Normal;0,0
PINK CREAM FELT CRAFT TRINKET BOX;6658;24;8363,67;30,0;0,36;Normal;0,11
PINK CRYSTAL GUITAR PHONE CHARM;1;0;0,85;0,0;0,0;Normal;0,0
PINK CRYSTAL SKULL PHONE CHARM;32;0;16,22;0,0;0,0;Normal;0,0
PINK DAISY BAG CHARM;24;0;59,34;0,0;0,0;Normal;0,0
PINK DIAMANTE PEN IN GIFT BOX;424;12;1206,97;59,4;2,83;Normal;1,68
PINK DINER WALL CLOCK;218;0;2035,85;0,0;0,0;Normal;0,0
PINK DISCO HANDBAG;72;0;157,12;0,0;0,0;Normal;0,0
PINK DOG BOWL;536;10;884,54;25,3;1,87;Normal;0,47
PINK DOG CANNISTER;14;1;39,3;5,95;7,14;Normal;0,42
PINK DOLLY HAIR CLIPS;2;0;2,1;0,0;0,0;Normal;0,0
PINK DOUGHNUT TRINKET POT;1529;36;2216,3;57,6;2,35;Normal;1,35
PINK DRAWER KNOB ACRYLIC EDWARDIAN;3713;3;5016,7;3,75;0,08;Normal;0,0
PINK ENAMEL FLOWER HAIR TIE;10;0;29,06;0,0;0,0;Normal;0,0
PINK FAIRY CAKE CHILDRENS APRON;2840;2;5807,74;3,9;0,07;Normal;0,0
PINK FAIRY CAKE CUSHION COVER;245;0;1032,99;0,0;0,0;Normal;0,0
PINK FEATHER CHRISTMAS DECORATION;1;0;2,51;0,0;0,0;Normal;0,0
PINK FEATHERS CURTAIN;20;0;15,8;0,0;0,0;Normal;0,0
PINK FELT EASTER EGG BASKET;14;0;23,1;0,0;0,0;Normal;0,0
PINK FELT EASTER RABBIT GARLAND;99;0;264,5;0,0;0,0;Normal;0,0
PINK FELT HANGING HEART W FLOWER;94;0;97,52;0,0;0,0;Normal;0,0
PINK FLOCK GLASS CANDLEHOLDER;38;0;29,68;0,0;0,0;Normal;0,0
PINK FLOCK PHOTO FRAME;12;0;15,0;0,0;0,0;Normal;0,0
PINK FLOCK SUEDE CUSHION COVER;6;0;7,5;0,0;0,0;Normal;0,0
PINK FLORAL FELTCRAFT SHOULDER BAG;956;3;3675,33;11,25;0,31;Normal;0,03
PINK FLOWER CROCHET FOOD COVER;187;0;710,3;0,0;0,0;Normal;0,0
PINK FLOWER FABRIC PONY;102;0;397,48;0,0;0,0;Normal;0,0
PINK FLOWERS RABBIT EASTER;15;0;37,25;0,0;0,0;Normal;0,0
PINK FLUFFY CHRISTMAS DECORATION;26;0;7,82;0,0;0,0;Normal;0,0
PINK FLY SWAT;92;0;63,72;0,0;0,0;Normal;0,0
PINK FOXGLOVE ARTIIFCIAL FLOWER;23;12;58,65;30,6;52,17;Normal;15,96
PINK GAUZE BUTTERFLY LAMPSHADE;15;0;6,3;0,0;0,0;Normal;0,0
PINK GINGHAM CAT WITH SCARF;126;0;268,61;0,0;0,0;Normal;0,0
PINK GLASS CANDLEHOLDER;158;4;508,22;11,8;2,53;Normal;0,3
PINK GLASS CHUNKY CHARM BRACELET;10;0;91,68;0,0;0,0;Normal;0,0
PINK GLASS TASSLE BAG CHARM;45;0;82,98;0,0;0,0;Normal;0,0
PINK GOOSE FEATHER TREE 60CM;107;0;220,41;0,0;0,0;Normal;0,0
PINK GREEN EMBROIDERY COSMETIC BAG;27;0;75,49;0,0;0,0;Normal;0,0
PINK HANGING GINGHAM EASTER HEN;32;0;13,44;0,0;0,0;Normal;0,0
PINK HANGING HEART T-LIGHT HOLDER;855;161;1590,41;410,95;18,83;Normal;77,38
PINK HAPPY BIRTHDAY BUNTING;1897;23;9952,5;107,75;1,21;Normal;1,3
PINK HAWAIIAN PICNIC HAMPER FOR 2;77;0;696,49;0,0;0,0;Normal;0,0
PINK HEART DOTS HOT WATER BOTTLE;36;0;147,88;0,0;0,0;Normal;0,0
PINK HEART OF GLASS BRACELET;15;0;89,12;0,0;0,0;Normal;0,0
PINK HEART RED HANDBAG;29;0;76,14;0,0;0,0;Normal;0,0
PINK HEART SHAPE EGG FRYING PAN;2866;2;4240,98;2,9;0,07;Normal;0,0
PINK HEART SHAPE PHOTO FRAME;322;1;522,56;1,65;0,31;Normal;0,01
PINK HEARTS LIGHT CHAIN;264;0;554,65;0,0;0,0;Normal;0,0
PINK HEARTS PAPER GARLAND;168;50;245,2;72,5;29,76;Normal;21,58
PINK HORSE SOCK PUPPET;244;0;744,04;0,0;0,0;Normal;0,0
PINK HORSE SOCK PUPPET KIT;44;1;129,8;2,95;2,27;Normal;0,07
PINK HYDRANGEA ART FLOWER;46;0;96,6;0,0;0,0;Normal;0,0
PINK JEWELLED MIRROR TRINKET TRAY;19;0;157,3;0,0;0,0;Normal;0,0
PINK JEWELLED PHOTO FRAME;80;0;486,51;0,0;0,0;Normal;0,0
PINK KNITTED EGG COSY;117;0;64,99;0,0;0,0;Normal;0,0
PINK LARGE JEWELED PHOTOFRAME;0;1;0,0;2,55;;Suspicious Return;
PINK LEAVES AND BEADS PHONE CHARM;3;0;7,43;0,0;0,0;Normal;0,0
PINK LOVE BIRD CANDLE;267;1;271,0;1,25;0,37;Normal;0,0
PINK LOVE HEART SHAPE CUP;528;0;538,41;0,0;0,0;Normal;0,0
PINK MARSHMALLOW SCARF KNITTING KIT;36;0;91,8;0,0;0,0;Normal;0,0
PINK METAL CHICKEN HEART;402;12;659,44;17,88;2,99;Normal;0,53
PINK METAL SWINGING BUNNY;78;0;68,7;0,0;0,0;Normal;0,0
PINK MONTE CARLO HANDBAG;86;1;208,93;1,95;1,16;Normal;0,02
PINK MURANO TWIST BRACELET;7;0;29,73;0,0;0,0;Normal;0,0
PINK MURANO TWIST NECKLACE;8;0;79,66;0,0;0,0;Normal;0,0
PINK NEW BAROQUE FLOCK CANDLESTICK;3;0;13,95;0,0;0,0;Normal;0,0
PINK NEW BAROQUECANDLESTICK CANDLE;304;17;444,98;14,45;5,59;Normal;0,81
PINK OVAL JEWELLED MIRROR;18;0;107,1;0,0;0,0;Normal;0,0
PINK OVAL SHAPE TRINKET BOX;18;0;166,74;0,0;0,0;Normal;0,0
PINK OWL SOFT TOY;447;2;1421,73;5,9;0,45;Normal;0,03
PINK PADDED MOBILE;81;0;348,29;0,0;0,0;Normal;0,0
PINK PAISLEY CUSHION COVER;26;0;192,14;0,0;0,0;Normal;0,0
PINK PAISLEY ROSE GIFT WRAP;800;0;336,0;0,0;0,0;Normal;0,0
PINK PAISLEY SQUARE TISSUE BOX;1336;6;571,53;2,34;0,45;Normal;0,01
PINK PAPER PARASOL;428;1;1350,52;2,95;0,23;Normal;0,01
PINK PARTY BAGS;2071;6;3923,0;12,6;0,29;Normal;0,04
PINK PARTY SUNGLASSES;20;0;36,76;0,0;0,0;Normal;0,0
PINK PILLAR CANDLE SILVER FLOCK;81;0;129,47;0,0;0,0;Normal;0,0
PINK POLKADOT BOWL;2730;5;3635,74;6,25;0,18;Normal;0,01
PINK POLKADOT CHILDRENS UMBRELLA;69;2;276,21;6,5;2,9;Normal;0,19
PINK POLKADOT GARDEN PARASOL;208;5;1726,27;37,35;2,4;Normal;0,9
PINK POLKADOT KIDS BAG;1;0;1,95;0,0;0,0;Normal;0,0
PINK POLKADOT PLATE;92;0;184,28;0,0;0,0;Normal;0,0
PINK POLKADOT WRAP;5400;0;2194,0;0,0;0,0;Normal;0,0
PINK POODLE HANGING DECORATION;5;0;16,8;0,0;0,0;Normal;0,0
PINK POT PLANT CANDLE;192;10;593,39;29,5;5,21;Normal;1,54
PINK REGENCY TEACUP AND SAUCER;5035;85;15403,66;250,35;1,69;Normal;4,23
PINK RETRO BIG FLOWER BAG;88;0;171,6;0,0;0,0;Normal;0,0
PINK RIVIERA HANDBAG;186;0;261,68;0,0;0,0;Normal;0,0
PINK ROSE FABRIC MIRROR;313;0;370,97;0,0;0,0;Normal;0,0
PINK ROSE WASHBAG;140;0;500,62;0,0;0,0;Normal;0,0
PINK ROSEBUD PEARL BRACELET;25;0;115,67;0,0;0,0;Normal;0,0
PINK ROSEBUD PEARL EARRINGS;16;0;39,98;0,0;0,0;Normal;0,0
PINK ROUND COMPACT MIRROR;16;0;28,16;0,0;0,0;Normal;0,0
PINK SCOTTIE DOG W FLOWER PATTERN;111;0;261,34;0,0;0,0;Normal;0,0
PINK SMALL GLASS CAKE STAND;24;27;46,8;52,65;112,5;Data Issues;59,23
PINK SMALL JEWELLED PHOTOFRAME;12;1;19,8;1,65;8,33;Normal;0,14
PINK SPOTS CHOCOLATE NESTING BOXES;140;0;361,56;0,0;0,0;Normal;0,0
PINK SQUARE TABLE CLOCK;71;0;104,84;0,0;0,0;Normal;0,0
PINK STITCHED WALL CLOCK;659;0;803,24;0,0;0,0;Normal;0,0
PINK STOCKING CHRISTMAS DECORATION;173;0;72,07;0,0;0,0;Normal;0,0
PINK STRAWBERRY HANDBAG;60;0;163,1;0,0;0,0;Normal;0,0
PINK STRING CURTAIN WITH POLE;24;0;89,16;0,0;0,0;Normal;0,0
PINK SWEETHEART BRACELET;176;0;729,57;0,0;0,0;Normal;0,0
PINK SWEETIE NECKLACE;2;0;15,12;0,0;0,0;Normal;0,0
PINK TALL PORCELAIN T-LIGHT HOLDER;5;0;12,75;0,0;0,0;Normal;0,0
PINK UNION JACK  LUGGAGE TAG;353;0;486,5;0,0;0,0;Normal;0,0
PINK UNION JACK  PASSPORT COVER;268;0;612,63;0,0;0,0;Normal;0,0
PINK VINTAGE PAISLEY PICNIC BAG;2153;2;3952,58;3,3;0,09;Normal;0,0
PINK VINTAGE SPOT BEAKER;4110;2;4017,4;1,7;0,05;Normal;0,0
PINK VINTAGE VICTORIAN EARRINGS;14;0;41,15;0,0;0,0;Normal;0,0
PINK YELLOW PATCH CUSHION COVER;29;0;180,93;0,0;0,0;Normal;0,0
PINK/AMETHYST/GOLD NECKLACE;5;0;34,87;0,0;0,0;Normal;0,0
PINK/BLUE DISC/MIRROR STRING;566;48;244,17;18,72;8,48;Normal;1,59
PINK/BLUE STRING CURTAIN;57;0;128,33;0,0;0,0;Normal;0,0
PINK/FLOWER RABBIT EGG WARMER;119;0;100,76;0,0;0,0;Normal;0,0
PINK/GREEN FLOWER DESIGN BIG MUG;40;0;17,16;0,0;0,0;Normal;0,0
PINK/PURPLE CIRCLE CURTAIN;52;0;56,52;0,0;0,0;Normal;0,0
PINK/PURPLE RETRO RADIO;174;0;492,47;0,0;0,0;Normal;0,0
PINK/WHITE CHRISTMAS TREE 30CM;46;0;17,48;0,0;0,0;Normal;0,0
PINK/WHITE CHRISTMAS TREE 60CM;588;1;430,61;0,65;0,17;Normal;0,0
PINK/WHITE GLASS DEMI CHOKER;2;0;15,0;0,0;0,0;Normal;0,0
PINK/WHITE RIBBED MELAMINE JUG;3;0;23,85;0,0;0,0;Normal;0,0
PINK/YELLOW FLOWERS HANDBAG;106;0;132,5;0,0;0,0;Normal;0,0
PIZZA PLATE IN BOX;566;21;2073,06;76,25;3,71;Normal;2,83
PLACE SETTING WHITE HEART;13748;890;5769,37;321,96;6,47;Normal;20,83
PLACE SETTING WHITE STAR;1928;4;877,82;1,68;0,21;Normal;0,0
PLASMATRONIC LAMP;71;5;446,45;63,75;7,04;Normal;4,49
PLASTERS IN TIN CIRCUS PARADE;2075;23;3629,56;37,95;1,11;Normal;0,42
PLASTERS IN TIN SKULLS;2624;60;4557,22;99,0;2,29;Normal;2,27
PLASTERS IN TIN SPACEBOY;3102;3;5897,51;4,95;0,1;Normal;0,0
PLASTERS IN TIN STRONGMAN;3099;5;5288,28;8,25;0,16;Normal;0,01
PLASTERS IN TIN VINTAGE PAISLEY;2571;27;4479,19;44,55;1,05;Normal;0,47
PLASTERS IN TIN WOODLAND ANIMALS;2606;2;5175,62;3,3;0,08;Normal;0,0
PLAYING CARDS I LOVE LONDON;959;0;1392,04;0,0;0,0;Normal;0,0
PLAYING CARDS JUBILEE UNION JACK;1871;0;2778,89;0,0;0,0;Normal;0,0
PLAYING CARDS VINTAGE DOILEY;12;0;15,0;0,0;0,0;Normal;0,0
PLAYING CARDS VINTAGE DOILY;503;0;653,66;0,0;0,0;Normal;0,0
PLEASE ONE PERSON METAL SIGN;11400;81;23534,08;157,1;0,71;Normal;1,12
POCKET BAG BLUE PAISLEY RED SPOT;714;1;857,15;1,25;0,14;Normal;0,0
POCKET BAG PINK PAISELY BROWN SPOT;409;0;435,84;0,0;0,0;Normal;0,0
POCKET MIRROR WOODLAND;89;0;75,55;0,0;0,0;Normal;0,0
POLKA DOT RAFFIA FOOD COVER;211;2;789,07;7,5;0,95;Normal;0,07
POLKADOT MUG PINK;66;0;113,4;0,0;0,0;Normal;0,0
POLKADOT PEN;5402;0;4569,62;0,0;0,0;Normal;0,0
POLKADOT RAIN HAT;1340;22;695,05;9,24;1,64;Normal;0,15
POLYESTER FILLER PAD 30CMX30CM;103;0;128,75;0,0;0,0;Normal;0,0
POLYESTER FILLER PAD 40X40CM;2542;44;2134,4;63,8;1,73;Normal;1,1
POLYESTER FILLER PAD 45X30CM;103;0;149,35;0,0;0,0;Normal;0,0
POLYESTER FILLER PAD 45X45CM;1654;1;1509,7;1,55;0,06;Normal;0,0
POLYESTER FILLER PAD 60X40CM;2;0;5,1;0,0;0,0;Normal;0,0
POLYESTER FILLER PAD 65CMX65CM;18;0;76,5;0,0;0,0;Normal;0,0
POMPOM CURTAIN;322;0;1559,25;0,0;0,0;Normal;0,0
POP ART PUSH DOWN RUBBER;98;0;11,76;0,0;0,0;Normal;0,0
POPART RECT PENCIL SHARPENER ASST;1022;108;123,24;12,96;10,57;Normal;1,37
POPART WOODEN PENCILS ASST;7600;0;320,0;0,0;0,0;Normal;0,0
POPCORN HOLDER;34738;373;32709,32;283,51;1,07;Normal;3,03
POPPY FIELDS CHOPPING BOARD;79;1;431,93;4,95;1,27;Normal;0,06
POPPY'S PLAYHOUSE BATHROOM;631;6;1432,55;12,6;0,95;Normal;0,12
POPPY'S PLAYHOUSE BEDROOM;1448;13;3503,49;27,3;0,9;Normal;0,25
POPPY'S PLAYHOUSE KITCHEN;1586;17;3795,73;35,7;1,07;Normal;0,38
POPPY'S PLAYHOUSE LIVINGROOM;1014;12;2357,24;25,2;1,18;Normal;0,3
PORCELAIN BUDAH INCENSE HOLDER;1425;0;148,06;0,0;0,0;Normal;0,0
PORCELAIN BUTTERFLY OIL BURNER;267;0;904,17;0,0;0,0;Normal;0,0
PORCELAIN ROSE LARGE;239;0;273,43;0,0;0,0;Normal;0,0
PORCELAIN ROSE SMALL;1479;4;1186,2;3,4;0,27;Normal;0,01
PORCELAIN T-LIGHT HOLDERS ASSORTED;812;5;1134,02;6,25;0,62;Normal;0,04
POSTE FRANCE CUSHION COVER;427;0;1847,65;0,0;0,0;Normal;0,0
POSY CANDY BAG;92;0;109,96;0,0;0,0;Normal;0,0
POTTERING IN THE SHED METAL SIGN;4119;0;9289,02;0,0;0,0;Normal;0,0
POTTERING MUG;3760;42;4784,71;58,9;1,12;Normal;0,66
POTTING SHED CANDLE CITRONELLA;405;0;1268,19;0,0;0,0;Normal;0,0
POTTING SHED ROSE CANDLE;493;0;1541,11;0,0;0,0;Normal;0,0
POTTING SHED SEED ENVELOPES;537;0;833,33;0,0;0,0;Normal;0,0
POTTING SHED SOW 'N' GROW SET;2;0;12,72;0,0;0,0;Normal;0,0
POTTING SHED TEA MUG;2383;85;3142,25;99,41;3,57;Normal;3,55
POTTING SHED TWINE;899;2;2102,69;4,2;0,22;Normal;0,01
PRETTY HANGING QUILTED HEARTS;918;0;791,22;0,0;0,0;Normal;0,0
PRINTING SMUDGES/THROWN AWAY;0;28258;0,0;0,0;;Suspicious Return;
PSYCHEDELIC METAL SIGN CALENDAR;10;0;7,9;0,0;0,0;Normal;0,0
PSYCHEDELIC TILE COASTER;430;24;195,22;6,96;5,58;Normal;0,39
PSYCHEDELIC TILE HOOK;292;5;168,25;1,95;1,71;Normal;0,03
PSYCHEDELIC WALL THERMOMETER;80;0;112,48;0,0;0,0;Normal;0,0
PURPLE ACRYLIC FACETED BANGLE;107;0;132,05;0,0;0,0;Normal;0,0
PURPLE AMETHYST NECKLACE W TASSEL;5;0;49,81;0,0;0,0;Normal;0,0
PURPLE ANEMONE ARTIFICIAL FLOWER;4;0;6,76;0,0;0,0;Normal;0,0
PURPLE BERTIE GLASS BEAD BAG CHARM;95;0;110,03;0,0;0,0;Normal;0,0
PURPLE BOUDICCA LARGE BRACELET;29;0;202,39;0,0;0,0;Normal;0,0
PURPLE CRYSTAL DROP EARRINGS;3;0;8,76;0,0;0,0;Normal;0,0
PURPLE DRAWERKNOB ACRYLIC EDWARDIAN;3083;28;4441,87;35,0;0,91;Normal;0,32
PURPLE DRESS JEWELLERY STAND;49;0;38,71;0,0;0,0;Normal;0,0
PURPLE ENAMEL FLOWER HAIR TIE;16;0;46,58;0,0;0,0;Normal;0,0
PURPLE ENAMEL FLOWER RING;45;0;131,71;0,0;0,0;Normal;0,0
PURPLE FINE BEAD NECKLACE W TASSEL;3;0;17,59;0,0;0,0;Normal;0,0
PURPLE FOXGLOVE ARTIIFCIAL FLOWER;7;0;17,85;0,0;0,0;Normal;0,0
PURPLE FRANGIPANI HAIRCLIP;28;0;23,16;0,0;0,0;Normal;0,0
PURPLE FRANGIPANI NECKLACE;23;0;57,36;0,0;0,0;Normal;0,0
PURPLE GEMSTONE BRACELET;19;0;122,84;0,0;0,0;Normal;0,0
PURPLE GEMSTONE NECKLACE 45CM;8;0;102,0;0,0;0,0;Normal;0,0
PURPLE GLASS TASSLE BAG CHARM;42;0;77,04;0,0;0,0;Normal;0,0
PURPLE LAS VEGAS BRACELET ROUND;7;0;26,25;0,0;0,0;Normal;0,0
PURPLE LEAVES AND BEADS PHONE CHAR;2;0;4,97;0,0;0,0;Normal;0,0
PURPLE PAPER PARASOL;302;3;990,54;8,05;0,99;Normal;0,08
PURPLE SWEETHEART BRACELET;78;0;328,44;0,0;0,0;Normal;0,0
PURPLE VINTAGE EARRINGS;6;0;25,17;0,0;0,0;Normal;0,0
PURPLE/BLUE CERAMIC CANDLE HOLDER;4;0;9,88;0,0;0,0;Normal;0,0
PURPLE/COPPER HANGING LAMPSHADE;22;0;18,7;0,0;0,0;Normal;0,0
PURPLE/TURQ FLOWERS HANDBAG;2;0;2,5;0,0;0,0;Normal;0,0
QUEEN OF SKIES LUGGAGE TAG;185;0;277,29;0,0;0,0;Normal;0,0
QUEEN OF THE SKIES HOLIDAY PURSE;25;0;66,26;0,0;0,0;Normal;0,0
QUEEN OF THE SKIES PASSPORT COVER;148;0;286,39;0,0;0,0;Normal;0,0
QUEENS GUARD COFFEE MUG;2266;16;5444,74;37,65;0,71;Normal;0,27
RABBIT  DESIGN  COTTON TOTE BAG;126;0;320,32;0,0;0,0;Normal;0,0
RABBIT EASTER DECORATION;8;0;23,6;0,0;0,0;Normal;0,0
RABBIT NIGHT LIGHT;15302;100;38087,95;193,79;0,65;Normal;1,26
RAIN PONCHO;5;0;5,06;0,0;0,0;Normal;0,0
RAIN PONCHO RETROSPOT;7006;384;5774,05;326,4;5,48;Normal;17,89
RAINBOW PEGS PHOTO CLIP STRING;292;0;191,18;0,0;0,0;Normal;0,0
RAINY LADIES BIRTHDAY CARD;1554;12;704,77;5,04;0,77;Normal;0,04
RASPBERRY ANT COPPER FLOWER NECKLAC;13;0;77,91;0,0;0,0;Normal;0,0
RASTA IN BATH W SPLIFF ASHTRAY;5;0;4,25;0,0;0,0;Normal;0,0
RATTLE SNAKE EGGS;785;0;654,35;0,0;0,0;Normal;0,0
RE-ADJUSTMENT;0;5;0,0;0,0;;Suspicious Return;
RECIPE BOX BLUE SKETCHBOOK DESIGN;1358;22;4714,93;62,1;1,62;Normal;1,01
RECIPE BOX PANTRY YELLOW DESIGN;6820;134;22133,05;370,9;1,96;Normal;7,27
RECIPE BOX RETROSPOT;1797;76;5180,35;211,8;4,23;Normal;8,96
RECIPE BOX WITH METAL HEART;12;5;95,4;39,75;41,67;Normal;16,56
RECTANGULAR SHAPED MIRROR;329;12;290,78;9,48;3,65;Normal;0,35
RECYCLED ACAPULCO MAT BLUE;308;2;2753,24;16,5;0,65;Normal;0,11
RECYCLED ACAPULCO MAT GREEN;385;1;3362,55;8,25;0,26;Normal;0,02
RECYCLED ACAPULCO MAT LAVENDER;205;1;1862,43;8,25;0,49;Normal;0,04
RECYCLED ACAPULCO MAT PINK;260;1;2396,32;8,25;0,38;Normal;0,03
RECYCLED ACAPULCO MAT RED;356;1;3071,84;8,25;0,28;Normal;0,02
RECYCLED ACAPULCO MAT TURQUOISE;501;1;4687,09;8,25;0,2;Normal;0,02
RECYCLED PENCIL WITH RABBIT ERASER;2714;1;621,06;0,21;0,04;Normal;0,0
RECYCLING BAG RETROSPOT;6531;64;14878,59;122,65;0,98;Normal;1,2
RED   ACRYLIC FACETED BANGLE;99;0;130,51;0,0;0,0;Normal;0,0
RED  EGG  SPOON;1126;0;156,36;0,0;0,0;Normal;0,0
RED  HARMONICA IN BOX;17809;55;21541,38;68,75;0,31;Normal;0,21
RED 3 PIECE RETROSPOT CUTLERY SET;1140;28;4603,49;105,0;2,46;Normal;2,58
RED APPLES CHOPPING BOARD;98;0;503,02;0,0;0,0;Normal;0,0
RED BABY BUNTING;914;50;2947,7;127,5;5,47;Normal;6,97
RED BOUDICCA LARGE BRACELET;21;0;147,18;0,0;0,0;Normal;0,0
RED COAT RACK PARIS FASHION;247;4;1178,6;19,8;1,62;Normal;0,32
RED DAISY PAPER LAMPSHADE;26;0;32,5;0,0;0,0;Normal;0,0
RED DAISY POCKET BOOK;167;0;144,29;0,0;0,0;Normal;0,0
RED DINER WALL CLOCK;1179;10;10090,77;84,15;0,85;Normal;0,72
RED DRAGONFLY HELICOPTER;104;1;840,48;7,95;0,96;Normal;0,08
RED DRAWER KNOB ACRYLIC EDWARDIAN;2158;16;2751,75;19,81;0,74;Normal;0,15
RED ENAMEL FLOWER RING;39;0;114,62;0,0;0,0;Normal;0,0
RED ENCHANTED FOREST PLACEMAT;654;0;1415,28;0,0;0,0;Normal;0,0
RED FLOCK LOVE HEART PHOTO FRAME;1067;1;572,67;0,85;0,09;Normal;0,0
RED FLORAL FELTCRAFT SHOULDER BAG;1879;289;6942,96;980,07;15,38;Normal;150,73
RED FLOWER CROCHET FOOD COVER;272;0;996,89;0,0;0,0;Normal;0,0
RED GINGHAM ROSE JEWELLERY BOX;1224;37;2498,95;64,65;3,02;Normal;1,95
RED GINGHAM TEDDY BEAR;418;1;1360,54;2,95;0,24;Normal;0,01
RED GLASS TASSLE BAG CHARM;40;0;88,03;0,0;0,0;Normal;0,0
RED HANGING HEART T-LIGHT HOLDER;7372;57;21828,24;152,95;0,77;Normal;1,18
RED HEART LUGGAGE TAG;287;0;426,09;0,0;0,0;Normal;0,0
RED HEART SHAPE LOVE BUCKET;999;0;1942,13;0,0;0,0;Normal;0,0
RED HEARTS LIGHT CHAIN;465;6;947,56;27,9;1,29;Normal;0,36
RED KITCHEN SCALES;1097;17;9786,3;140,25;1,55;Normal;2,17
RED KUKUI COCONUT SEED NECKLACE;74;0;142,73;0,0;0,0;Normal;0,0
RED LOVE HEART SHAPE CUP;581;12;575,54;10,2;2,07;Normal;0,21
RED METAL BEACH SPADE;1350;1;1934,64;1,25;0,07;Normal;0,0
RED METAL BOX TOP SECRET;961;11;8221,37;90,75;1,14;Normal;1,03
RED PAPER PARASOL;609;2;1716,51;5,5;0,33;Normal;0,02
RED PEONY CUSHION COVER;17;0;79,05;0,0;0,0;Normal;0,0
RED PEONY TABLE CLOCK;16;0;47,2;0,0;0,0;Normal;0,0
RED POLKADOT BEAKER;3049;20;1238,73;7,8;0,66;Normal;0,05
RED POLKADOT COFFEE  MUG;1376;0;648,24;0,0;0,0;Normal;0,0
RED POLKADOT PUDDING BOWL;28;0;33,79;0,0;0,0;Normal;0,0
RED PUDDING SPOON;881;0;128,63;0,0;0,0;Normal;0,0
RED PURSE WITH PINK HEART;2;0;2,5;0,0;0,0;Normal;0,0
RED REFECTORY CLOCK;194;0;1987,64;0,0;0,0;Normal;0,0
RED RETRO KITCHEN WALL CLOCK;39;0;334,81;0,0;0,0;Normal;0,0
RED RETROSPOT APRON;261;6;1765,17;34,4;2,3;Normal;0,79
RED RETROSPOT BIG BOWL;164;2;749,68;9,9;1,22;Normal;0,12
RED RETROSPOT BOWL;3809;20;4953,07;25,0;0,53;Normal;0,13
RED RETROSPOT BUTTER DISH;670;23;3370,8;108,95;3,43;Normal;3,74
RED RETROSPOT CAKE STAND;1397;289;14776,05;2119,15;20,69;Normal;438,45
RED RETROSPOT CHARLOTTE BAG;13549;221;18539,09;168,74;1,63;Normal;2,75
RED RETROSPOT CHILDRENS UMBRELLA;700;19;2419,58;61,75;2,71;Normal;1,67
RED RETROSPOT CUP;2590;49;2378,69;41,52;1,89;Normal;0,78
RED RETROSPOT LUGGAGE TAG;299;0;484,61;0,0;0,0;Normal;0,0
